Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Can firms with political connections borrow more than those without? Evidence from firm-level data for Indonesia,"Fu, Jiangtao; Shimamoto, Daichi; Todo, Yasuyuki",,,,JOURNAL OF ASIAN ECONOMICS,OCT 2017,2017,52,,,,,45,55,,10.1016/j.asieco.2017.08.003,,,3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
Unbundling institutions for external finance: Worldwide firm-level evidence,"Knack, Steve; Xu, Lixin Colin",,,,JOURNAL OF CORPORATE FINANCE,JUN 2017,2017,44,,,,,215,232,,10.1016/j.jcorpfin.2017.02.003,,,3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Determinants of the conditional probability that a household has informal loans given liquidity constraints regarding access to credit banking channels,"Zanin, Luca",,,,JOURNAL OF BEHAVIORAL AND EXPERIMENTAL FINANCE,MAR 2017,2017,13,,,,,16,24,,10.1016/j.jbef.2017.02.002,,,3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
Gender Discrimination in Microfinance? Some Evidence from Uganda,"Corsi, Marcella; De Angelis, Marina",,,,JOURNAL OF DEVELOPMENT STUDIES,2017,2017,53,5,,,SI,723,740,,10.1080/00220388.2016.1205733,,,3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
The impact of banking concentration on firm leverage in emerging markets,"Abadi, Farzin; Bany-Ariffin, A. N.; Kokoszczynski, Ryszard; Azman-Saini, W. N. W.",,,,INTERNATIONAL JOURNAL OF EMERGING MARKETS,2016,2016,11,4,,,,550,568,,10.1108/IJoEM-02-2015-0035,,,3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Economic Entitlements via Entrepreneurial Conduct? Women and Financial Inclusion in Neoliberal India,"Kalpana, K.",,,,JOURNAL OF WORLD-SYSTEMS RESEARCH,WIN-SUM 2015,2015,21,1,,,SI,50,68,,10.5195/JWSR.2015.527,,,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"Microfinance, Financial Literacy, and Household Power Configuration in Rural Bangladesh: An Empirical Study on Some Credit Borrowers","Nawaz, Faraha",,,,VOLUNTAS,AUG 2015,2015,26,4,,,,1100,1121,,10.1007/s11266-015-9585-z,,,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Sectoral credit choice in rural India,"Pal, Debdatta; Laha, Arnab K.",,,,JOURNAL OF CHOICE MODELLING,MAR 2015,2015,14,,,,,1,16,,10.1016/j.jocm.2015.03.001,,,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Gender inequality in multidimensional welfare deprivation in West Africa The case of Burkina Faso and Togo,"Agbodji, Akoete Ega; Batana, Yele Maweki; Ouedraogo, Denis",,,,INTERNATIONAL JOURNAL OF SOCIAL ECONOMICS,2015,2015,42,11,,,,980,1004,,10.1108/IJSE-11-2013-0270,,,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
The Role of Informal Financial Services in Africa,"Klapper, Leora; Singer, Dorothe",,,,JOURNAL OF AFRICAN ECONOMIES,JAN 2015,2015,24,,,1,,I12,I31,,10.1093/jae/eju027,African-Economic-Research-Consortium (AERC) Biannual Research Workshop,"DEC 01-05, 2013",3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
The Effect of Political Connections on Credit Access: Does the Level of Financial Development Matter?,"Lashitew, Addisu A.",,,,KYKLOS,MAY 2014,2014,67,2,,,,227,254,,10.1111/kykl.12051,,,3,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
Determinants of Access to Finance: An Investigation into the Mzansi Intervention,"Kostov, Philip; Arun, Thankom; Annim, Samuel",,,,EUROPEAN JOURNAL OF DEVELOPMENT RESEARCH,JUL 2012,2012,24,3,,,,397,412,,10.1057/ejdr.2011.59,,,3,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Credit Card Averters and Amassers: Evidence from Malaysia*,"Loke, Yiing Jia; Yen, Steven T.; Tan, Andrew K. G.",,,,ASIAN ECONOMIC JOURNAL,DEC 2011,2011,25,4,,,,397,412,,10.1111/j.1467-8381.2011.02068.x,,,3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
Lending technologies and access to finance for SMEs in the hospitality industry,"Motta, Victor; Sharma, Amit",,,,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,APR 2020,2020,86,,,,,,,UNSP 102371,10.1016/j.ijhm.2019.102371,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Microfinance, financial inclusion and ICT: Implications for poverty and inequality","Mushtaq, Rizwan; Bruneau, Catherine",,,,TECHNOLOGY IN SOCIETY,NOV 2019,2019,59,,,,,,,101154,10.1016/j.techsoc.2019.101154,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Thinking Inside the Box: A Closer Look at Financial Inclusion and Household Income,"Zhang, Quanda; Posso, Alberto",,,,JOURNAL OF DEVELOPMENT STUDIES,JUL 3 2019,2019,55,7,,,,1616,1631,,10.1080/00220388.2017.1380798,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SME credit constraints in Asia's rising economic star: fresh empirical evidence from Vietnam,"Lan Thanh Nguyen; Su, Jen-Je; Sharma, Parmendra",,,,APPLIED ECONOMICS,JUN 21 2019,2019,51,29,,,,3170,3183,,10.1080/00036846.2019.1569196,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Social networks and informal financial inclusion in China,"Chai, Shijun; Chen, Yang; Huang, Bihong; Ye, Dezhu",,,,ASIA PACIFIC JOURNAL OF MANAGEMENT,JUN 2019,2019,36,2,,,SI,529,563,,10.1007/s10490-017-9557-5,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Will Money Talk? Firm Bribery and Credit Access,"Qi, Shusen; Ongena, Steven",,,,FINANCIAL MANAGEMENT,MAR 2019,2019,48,1,,,,117,157,,10.1111/fima.12218,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Does the composition of financial services in a community relate to an Individual's savings account ownership?,"Friedline, Terri; Despard, Mathieu R.; West, Stacia",,,,JOURNAL OF COMMUNITY PRACTICE,2019,2019,27,1,,,,5,30,,10.1080/10705422.2019.1580652,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Examination of the Status of Financial Inclusion and Its Determinants in Tanzania,"Lotto, Josephat",,,,SUSTAINABILITY,AUG 2018,2018,10,8,,,,,,2873,10.3390/su10082873,,,2,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
How individual's characteristics influence financial inclusion: evidence from MENAP,"Shihadeh, Fadi Hassan",,,,INTERNATIONAL JOURNAL OF ISLAMIC AND MIDDLE EASTERN FINANCE AND MANAGEMENT,2018,2018,11,4,,,,553,574,,10.1108/IMEFM-06-2017-0153,,,2,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Is there discrimination against the agricultural sector in the credit rationing behavior of commercial banks in Ghana?,"Sackey, Frank Gyimah",,,,AGRICULTURAL FINANCE REVIEW,2018,2018,78,3,,,,348,363,,10.1108/AFR-08-2017-0077,,,2,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
How Much Does Having a Bank Account Help the Poor?,"Sen, Gitanjali; De, Sankar",,,,JOURNAL OF DEVELOPMENT STUDIES,2018,2018,54,9,,,,1551,1571,,10.1080/00220388.2017.1355455,,,2,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Subsistence farmers' access to agricultural credit and its adequacy: Some empirical evidences from Pakistan,"Saqib, Shahab E.; Kuwornu, John K. M.; Ahmad, Mokbul Morshed; Panezai, Sanaullah",,,,INTERNATIONAL JOURNAL OF SOCIAL ECONOMICS,2018,2018,45,4,,,,644,660,,10.1108/IJSE-12-2016-0347,,,2,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Determinants of financial risk attitude among the handloom micro-entrepreneurs in North East India,"Goswami, Kishor; Hazarika, Bhabesh; Handique, Kalpana",,,,ASIA PACIFIC MANAGEMENT REVIEW,DEC 2017,2017,22,4,,,SI,168,175,,10.1016/j.apmrv.2017.07.013,,,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Financial Inclusion in China: Use of Credit,"Chen, Zibei; Jin, Minchao",,,,JOURNAL OF FAMILY AND ECONOMIC ISSUES,DEC 2017,2017,38,4,,,,528,540,,10.1007/s10834-017-9531-x,,,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Use of microcredit for household income and consumption smoothing by low income communities,"Wickramasinghe, Vathsala; Fernando, Dilshan",,,,INTERNATIONAL JOURNAL OF CONSUMER STUDIES,NOV 2017,2017,41,6,,,,647,658,,10.1111/ijcs.12378,,,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SMEs access to finance and the value of supplier financing,"Martinez-Sola, Cristina; Garcia-Teruel, Pedro J.; Martinez-Solano, Pedro",,,,SPANISH JOURNAL OF FINANCE AND ACCOUNTING-REVISTA ESPANOLA DE FINANCIACION Y CONTABILIDA,2017,2017,46,4,,,,455,483,,10.1080/02102412.2017.1345196,,,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Microfinance and gender inequality: cross-country evidence,"Zhang, Quanda; Posso, Alberto",,,,APPLIED ECONOMICS LETTERS,2017,2017,24,20,,,,1494,1498,,10.1080/13504851.2017.1287851,,,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Analysis on determinants of rural household credit in China,"Cui, Yanjuan; Sun, Gang; Siddik, Md. Nur Alam; Liu, Xuejing",,,,JOURNAL OF INTERDISCIPLINARY MATHEMATICS,2017,2017,20,5,,,,1179,1201,,10.1080/09720502.2017.1334361,,,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Financial inclusion in Colombia: A scoping literature review,"Thoene, Ulf; Turriago-Hoyos, Alvaro",,,,INTANGIBLE CAPITAL,2017,2017,13,3,,,,582,614,,10.3926/ic.946,,,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Credit constraints and labour allocation decisions in rural Burkina Faso,"Porgo, Mohamed; Kuwornu, John K. M.; Zahonogo, Pam; Jatoe, John Baptist D.; Egyir, Irene S.",,,,AGRICULTURAL FINANCE REVIEW,2017,2017,77,2,,,,257,274,,10.1108/AFR-05-2016-0047,,,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Bank Loan Application Success of Innovative and Non-Innovative SMEs,"van der Zwan, Peter",,,,INTERNATIONAL REVIEW OF ENTREPRENEURSHIP,DEC 31 2016,2016,14,4,,,,483,502,1546,,,,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Female CFOs and loan contracting: Financial conservatism or gender discrimination? - An empirical test based on collateral clauses,"Xu, Xixiong; Li, Yaoqin; Chang, Mengmeng",,,,CHINA JOURNAL OF ACCOUNTING RESEARCH,JUN 2016,2016,9,2,,,,153,173,,10.1016/j.cjar.2015.10.001,,,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Credit expansion, state ownership and capital structure of Chinese real estate companies","Shen, Jianfu; Yin, Xianting",,,,JOURNAL OF PROPERTY INVESTMENT & FINANCE,2016,2016,34,3,,,,263,275,,10.1108/JPIF-09-2015-0067,,,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
DOES THE GENDER OF TOP MANAGERS AND OWNERS MATTER FOR FIRM EXPORTS?,"Marques, Helena",,,,FEMINIST ECONOMICS,OCT 2 2015,2015,21,4,,,,89,117,,10.1080/13545701.2015.1029958,,,2,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
The value of partial state ownership in publicly listed private sector enterprises: evidence from China,"Song, Zengji; Nahm, Abraham; Zhang, Zongyi",,,,POST-COMMUNIST ECONOMIES,JUL 3 2015,2015,27,3,,,,336,353,,10.1080/14631377.2015.1055967,,,2,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Gender and Economic Development in Africa: An Overview,"Manda, Damiano K.; Mwakubo, Samuel",,,,JOURNAL OF AFRICAN ECONOMIES,JAN 2014,2014,23,,,1,,I4,I17,,10.1093/jae/ejt021,,,2,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Women's Access to Credit: Asian Women's Double Burden,"Lee, Jonghee",,,,ASIAN WOMEN,SUM 2013,2013,29,2,,,,49,81,,,,,2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Knowledge and financial skills as the factors determining the financial exclusion process of rural dwellers in Poland,"Horska, Elena; Szafranska, Monika; Matysik-Pejas, Renata",,,,AGRICULTURAL ECONOMICS-ZEMEDELSKA EKONOMIKA,2013,2013,59,1,,,,29,37,,10.17221/9/2012-AGRICECON,,,2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Racial Disparities in Credit Constraints in the Great Recession: Evidence from the UK,"Gathergood, John",,,,B E JOURNAL OF ECONOMIC ANALYSIS & POLICY,2011,2011,11,1,,,,,,61,,,,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Determinants of housing loan patterns toward minority borrowers in Mississippi,"Ezeala-Harrison, Fidel; Glover, Glenda B.",,,,JOURNAL OF ECONOMIC ISSUES,MAR 2008,2008,42,1,,,,75,96,,10.1080/00213624.2008.11507115,,,2,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Determinants of intended expansion of Polish small firms,"Ghatak, S; Mulhern, A; Stewart, C",,,,JOURNAL OF POLICY MODELING,APR 2003,2003,25,3,,,,287,296,,10.1016/S0161-8938(03)00025-5,4th Annual Conference on Transition Economics,"MAY, 2002",2,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gender differences in the repayment of microcredit: The mediating role of trustworthiness,"Shahriar, Abu Zafar M.; Unda, Luisa A.; Alam, Quamrul",,,,JOURNAL OF BANKING & FINANCE,JAN 2020,2020,110,,,,,,,105685,10.1016/j.jbankfin.2019.105685,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The decreasing value of non-SOEs' political connections during China's anti-corruption campaign: evidence and mechanism,"Liu, Jinsong; Ying, Qianwei",,,,ACCOUNTING AND FINANCE,DEC 2019,2019,59,5,,,,3171,3221,,10.1111/acfi.12582,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Financial inclusion and poverty: a tale of forty-five thousand households,"Churchill, Sefa Awaworyi; Marisetty, Vijaya Bhaskar",,,,APPLIED ECONOMICS,APR 2 2020,2020,52,16,,,,1777,1788,,10.1080/00036846.2019.1678732,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Access to credit and its determinants: A comparison of survey-based measures,"Hainz, Christa; Nabokin, Tatjana",,,,ECONOMICS OF TRANSITION,OCT 2019,2019,27,4,,,,1031,1067,,10.1111/ecot.12235,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Financial inclusion, shocks and coping strategies: survey evidence from Uganda","Mawejje, Joseph",,,,AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT STUDIES,SEP 2 2019,2019,10,3,,,,286,298,,10.1108/AJEMS-10-2018-0325,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Social ties between SME managers and bank employees: Financial consequences vs. SME managers' perceptions,"Jackowicz, Krzysztof; Kozlowski, Lukasz",,,,EMERGING MARKETS REVIEW,SEP 2019,2019,40,,,,,,,UNSP 100619,10.1016/j.ememar.2019.05.004,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Corruption, Gender and Credit Constraints: Evidence from South Asian SMEs","Wellalage, Nirosha Hewa; Locke, Stuart; Samujh, Helen",,,,JOURNAL OF BUSINESS ETHICS,SEP 2019,2019,159,1,,,,267,280,,10.1007/s10551-018-3793-6,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Loan financing and investment in princeling-backed firms,"Li, Qing; Liu, Qigui; Ma, Shiguang; Tian, Gary Gang",,,,PACIFIC-BASIN FINANCE JOURNAL,SEP 2019,2019,56,,,,,71,92,,10.1016/j.pacfin.2019.05.009,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Does land titling improve credit access? Quasi-experimental evidence from rural China,"Zhang, Longyao; Cheng, Wenli; Cheng, Enjiang; Wu, Bi",,,,APPLIED ECONOMICS,JAN 8 2020,2020,52,2,,,,227,241,,10.1080/00036846.2019.1644446,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Start-up motives and challenges facing female entrepreneurs in Tanzania,"Isaga, Nsubili",,,,INTERNATIONAL JOURNAL OF GENDER AND ENTREPRENEURSHIP,JUN 10 2019,2019,11,2,,,,102,119,,10.1108/IJGE-02-2018-0010,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Financial inclusion as a pathway to welfare enhancement and income equality: Micro-level evidence from Nigeria,"Ibrahim, Saifullahi Sani; Ozdeser, Huseyin; Cavusoglu, Behiye",,,,DEVELOPMENT SOUTHERN AFRICA,MAY 4 2019,2019,36,3,,,,390,407,,10.1080/0376835X.2018.1498766,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Heterogeneous effects of credit constraints on SMEs' employment: Evidence from the European sovereign debt crisis,"Cornille, David; Rycx, Francois; Tojerow, Ilan",,,,JOURNAL OF FINANCIAL STABILITY,APR 2019,2019,41,,,,,1,13,,10.1016/j.jfs.2019.02.001,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Credit Rationing in Small and Micro Enterprises: A Theoretical Analysis,"Jin, Yuhuan; Zhang, Sheng",,,,SUSTAINABILITY,MAR 1 2019,2019,11,5,,,,,,1330,10.3390/su11051330,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Total Factor Productivity of Agricultural Firms in Vietnam and Its Relevant Determinants,"Giang, Mai Huong; Tran Dang Xuan; Bui Huy Trung; Mai Thanh Que",,,,ECONOMIES,JAN 10 2019,2019,7,1,,,,,,4,10.3390/economies7010004,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Financial Inclusion in Sub-Saharan Africa: Recent Trends and Determinants,"Asuming, Patrick Opoku; Osei-Agyei, Lotus Gyamfuah; Mohammed, Jabir Ibrahim",,,,JOURNAL OF AFRICAN BUSINESS,2019,2019,20,1,,,SI,112,134,,10.1080/15228916.2018.1484209,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
What specific modes of internationalization influence SME innovation in Sub-Saharan least developed countries (LDCs)?,"Abubakar, Yazid Abdullahi; Hand, Chris; Smallbone, David; Saridakis, George",,,,TECHNOVATION,JAN 2019,2019,79,,,,,56,70,,10.1016/j.technovation.2018.05.004,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Determinants of credit risk in the banking system in Sub-Saharan Africa,"Mpofu, Trust R.; Nikolaidou, Eftychia",,,,REVIEW OF DEVELOPMENT FINANCE,DEC 2018,2018,8,2,,,,141,153,,10.1016/j.rdf.2018.08.001,,,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Determinants of the Financing Obstacles Faced by SMEs An Empirical Study of Emerging Economies,"Nizaeva, Mirgul; Coskun, Ali",,,,JOURNAL OF ECONOMIC AND SOCIAL STUDIES,FAL 2018,2018,7,2,,,,81,99,,10.14706/JECOSS17725,,,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Entrepreneur's Social Capital and Firm Growth: The Moderating Role of Access to Finance,"Boohene, Rosemond",,,,JOURNAL OF ENTERPRISING CULTURE,SEP 2018,2018,26,3,,,,327,348,,10.1142/S0218495818500127,,,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Impact of gender on small and medium-sized entities' access to venture capital in South Africa,"Shava, Herring",,,,SOUTH AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT SCIENCES,APR 24 2018,2018,21,1,,,,,,a1738,10.4102/sajems.v21i1.1738,,,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Explaining smallholder aspirations to expand irrigation crop production in Makhathini and Ndumo-B, KwaZulu-Natal, South Africa","Chipfupa, Unity; Wale, Edilegnaw",,,,AGREKON,2018,2018,57,3-4,,,,284,299,,10.1080/03031853.2018.1531773,,,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Double bind in loan access in China: the reification of gender differences in business loans,"Xu, Huacen (Brin); Zhan, Heying Jenny; James, Claire Elizabeth-Ellen; Fannin, Lauren Denise; Yin, Yue",,,,INTERNATIONAL JOURNAL OF GENDER AND ENTREPRENEURSHIP,2018,2018,10,3,,,,182,197,,10.1108/IJGE-08-2017-0048,,,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Urban-Rural Gap of Chinese Household Finance,"Sui, Yubing; Niu, Geng",,,,EMERGING MARKETS FINANCE AND TRADE,2018,2018,54,2,,,,377,392,,10.1080/1540496X.2017.1367660,,,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Financial intermediation and financial inclusion of poor households: Mediating role of social networks in rural Uganda,"Bongomin, George Okello Candiya; Ntayi, Joseph Mpeera; Munene, John C.; Akol, Charles Malinga",,,,COGENT ECONOMICS & FINANCE,AUG 29 2017,2017,5,1,,,,,,1362184,10.1080/23322039.2017.1362184,,,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
